nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0002579	MaryAnne McAlpin-Giraldo	\N	\N	costume_department,costume_designer	tt0119951,tt0116313,tt0119780,tt0199744
nm0002580	Eric A. Pot	\N	\N	director,producer,assistant_director	tt1378167,tt1144884,tt0337978,tt0322330
nm0002581	Nanci Roberts	1950	\N	production_designer,art_director,actress	tt0936501,tt2962876,tt1397280,tt2446042
nm0002582	Christopher Rouse	1958	\N	editor,writer,producer	tt0440963,tt1535109,tt0475276,tt0317740
nm0002583	Michael Sauerteig	\N	\N	production_manager,producer,assistant_director	tt0318627,tt3800278,tt0109153,tt8270494
nm0002584	Amanda Slater	\N	\N	producer,production_manager,assistant_director	tt0211933,tt0139134,tt0247425,tt7491982
nm0002585	Stephen White	\N	\N	writer,composer,actor	tt0120598,tt0144701,tt0202675,tt29780587
nm0002586	Chitra F. Mojtabai	1961	\N	assistant_director,miscellaneous,actress	tt0120746,tt0106697,tt0120461,tt0120768
nm0002587	Jeffery J. Tufano	1955	\N	camera_department,miscellaneous,cinematographer	tt2103281,tt1483013,tt0120458,tt1133985
nm0002588	Glenn Saxson	1942	\N	actor,producer	tt0060608,tt0061952,tt0061582,tt0188483
nm0002589	George Larkin	\N	\N	producer,director,writer	tt27912549,tt4043308,tt1385645,tt1687914
nm0002590	Harry Grey	1905	1963	producer,music_department,soundtrack	tt0040756,tt0039258,tt0029112,tt0029373
nm0002591	Carl Drews	1894	1983	cinematographer,camera_department,actor	tt0438051,tt0441298,tt0025386,tt0252810
nm0002592	David Fickas	\N	\N	director,writer,actor	tt0925435,tt0810788,tt9046022
nm0002593	Rick Johnson	1961	\N	actor,miscellaneous,director	tt0116695,tt0213205,tt0404203,tt0146838
nm0002594	Dylan Taylor	\N	\N	actor	tt0109783,tt0112104,tt3732206,tt4121264
nm0002595	Renato Lori	1955	\N	production_designer,art_department,set_decorator	tt0099674,tt0087909,tt0385216,tt0093677
nm0002596	Tony Rycyk	\N	\N	art_department,actor	tt0172495,tt0280788,tt0191996,tt0192126
nm0002597	Sreedevi Mina	\N	\N	actress,director,camera_department	tt11006642,tt11097240,tt27428598
nm0002598	Robert Benedetti	1939	\N	actor,producer,writer	tt0095088,tt0119679,tt0179940,tt0095687
nm0002599	Ricki Maslar	\N	\N	casting_director,casting_department,producer	tt14349032,tt24250020,tt21157352,tt0285728
nm0002600	Christopher Crane	1968	\N	actor,executive	tt0162766,tt0211296,tt0840406
nm0002601	Gary S. Lipsky	\N	\N	producer,director,writer	tt0211323,tt0109254,tt0138474,tt0351234
nm0002602	Armin Hofmann	\N	\N	producer,writer,director	tt0119286,tt1291131,tt0454898,tt2972766
nm0002603	Ian B. Wile	1971	\N	editorial_department,production_manager,editor	tt0261983,tt1034072,tt1037090,tt0460721
nm0002604	Robert Blanche	1962	2020	actor,writer,producer	tt0203019,tt0259153,tt5891062,tt0469641
nm0002605	Michael A. Levine	1964	\N	composer,music_department,actor	tt0368479,tt5615700,tt3569570,tt2362866
nm0002606	David Price	1961	\N	director,actor,producer	tt0112895,tt0106557,tt0107387,tt0083929
nm0002607	Nico Lypitkas	1974	\N	director,actor,assistant_director	tt0211474,tt0284433,tt0205469,tt0396958
nm0002608	Barbara Factorovich	\N	\N	production_manager,location_management,miscellaneous	tt0219449,tt0283897,tt0211347,tt0120275
nm0002609	Su Whitaker	1963	\N	art_director,art_department,visual_effects	tt11564570,tt0372784,tt1345836,tt2771200
nm0002610	Chris Chomyn	\N	\N	camera_department,cinematographer,miscellaneous	tt10946934,tt4547948,tt0281686,tt0196708
nm0002611	Claus Drexel	1968	\N	director,writer,cinematographer	tt0211505,tt1068676,tt2914068,tt11018044
nm0002612	Lisa Skinstad	1973	\N	miscellaneous,producer,production_manager	tt0281456,tt0281479,tt0120856,tt0231144
nm0002613	Talmage Watson	\N	\N	visual_effects	tt0120201,tt1663662,tt0371746,tt0796366
nm0002614	Peter Levy	\N	\N	cinematographer,camera_department,miscellaneous	tt0100403,tt0120738,tt0352520,tt0115759
nm0002615	Siegmund Lubin	1851	1923	producer,director,actor	tt0000472,tt0238498,tt0287024,tt0780034
nm0002616	Anita Loos	1889	1981	writer,producer,actress	tt0045810,tt0010185,tt0013540,tt0029516
nm0002617	Matthew Hintlian	\N	\N	producer,production_manager,assistant_director	tt0104981,tt0106850,tt0083470,tt0090062
nm0002618	Andrew Loschin	\N	\N	visual_effects,editorial_department	tt0343818,tt0311429,tt2935510,tt2034800
nm0002619	Ernest H. Roth	\N	\N	production_designer	tt0116839,tt0303648,tt0192722
nm0002620	Dorian Ramírez	\N	\N	director,actor,writer	tt0119966
nm0002621	Tucker Dansie	1978	\N	editorial_department,production_manager,director	tt0195892,tt0196133,tt14933338,tt0179739
nm0002622	Paul Maslak	\N	\N	producer,stunts,writer	tt0117803,tt0107937,tt0109125,tt0107762
nm0002623	Donald D. Coleman	\N	\N	special_effects,art_department,miscellaneous	tt0120647,tt1843866,tt0117723,tt0108154
nm0002624	Dan Pemberton	\N	\N	art_department	tt0107290,tt0993840,tt0100802,tt0114898
nm0002625	Alison E. McBryde	1971	\N	casting_department,casting_director,producer	tt0120591,tt0399201,tt0113277,tt0120828
nm0002626	Lee Holdridge	\N	\N	music_department,composer,soundtrack	tt0098022,tt0088161,tt0244353,tt1727596
nm0002627	Monty Berman	1913	2006	producer,writer,cinematographer	tt0063893,tt1139293,tt0062551,tt0053961
nm0002628	Félix de Pomés	1889	1969	actor,director,writer	tt0043903,tt0033862,tt0037387,tt0211614
nm0002629	Craig Voigt	\N	\N	animation_department,art_director,production_designer	tt0129167,tt0181739,tt0117705,tt0095043
nm0002630	Jennifer Truelove	\N	\N	assistant_director,miscellaneous,producer	tt1385826,tt0407304,tt1013743,tt0440963
nm0002631	Patrick McIntire	\N	\N	producer,location_management,production_manager	tt2304933,tt2436386,tt0429493,tt0910936
nm0002632	Anthony E. Kountz	\N	\N	assistant_director,miscellaneous,art_department	tt0119488,tt2975578,tt0251075,tt0343135
nm0002633	Ken Rush	1968	\N	actor	tt0162065,tt0179344,tt0254617,tt0115937
nm0002634	Imogen Murphy	\N	\N	director,writer,producer	tt10270200,tt10413648,tt5674872,tt7286848
nm0002635	Maurizio Argentieri	1964	\N	sound_department,actor	tt0399201,tt1608290,tt0237539,tt4425200
nm0002636	Heidi Grotsky	1969	\N	make_up_department,actress	tt0116367,tt0124901,tt0112906,tt0112867
nm0002637	Steven Warren Hill	1966	\N	actor,writer,camera_department	tt1733304,tt0156946,tt0808519,tt0164145
nm0002638	Robert F. Phillips	\N	\N	producer,production_manager,camera_department	tt0985699,tt2017109,tt5057054,tt2325989
nm0002639	Roger Slater	\N	\N	sound_department	tt10720914,tt1077744,tt0112586,tt1737680
nm0002640	Norman Orenstein	\N	\N	composer,music_department,producer	tt0377713,tt3067274,tt0848557,tt0285492
nm0002641	Erik MacArthur	1976	\N	actor,director,writer	tt0120789,tt0212555,tt1591613
nm0002642	Warwick Young	1973	\N	actor,writer,director	tt3469750,tt1418646,tt2973554,tt0348150
nm0002643	Robert A. Harris	\N	\N	miscellaneous,producer,production_manager	tt0052357,tt0047396,tt0099703,tt0056172
nm0002644	Brian Berdan	\N	\N	editor,editorial_department,miscellaneous	tt0119229,tt0479884,tt0110632,tt5774060
nm0002645	Paolo Genovese	1966	\N	writer,director	tt4901306,tt1630637,tt7063210,tt0212426
nm0002646	Sheila Haley	\N	\N	production_designer,art_director,art_department	tt0111438,tt0978764,tt0094608,tt1540011
nm0002647	Barrie Hemsley	\N	\N	visual_effects,producer,writer	tt3659388,tt0384766,tt0382625,tt1587310
nm0002648	Jeff Jenofsky	\N	\N	assistant_director,miscellaneous,production_manager	tt0246578,tt0146675,tt0169547,tt0208003
nm0002649	Yûki Masuda	1973	\N	actress,animation_department,music_department	tt0397192,tt0290223,tt0396659,tt2160200
nm0002650	Dylan Pank	1971	\N	sound_department,writer,director	tt1301163,tt0214644,tt1293596,tt0213537
nm0002651	Gary Rosen	\N	\N	writer,producer,director	tt0110443,tt11266702,tt3663490,tt0119244
nm0002652	Gary Rosen	\N	\N	\N	tt0358197,tt0268808
nm0002653	Joe Johnston	1950	\N	director,visual_effects,producer	tt0458339,tt0082971,tt0102803,tt0132477
nm0002654	Bill Schwarz	\N	\N	camera_department,cinematographer,producer	tt0104735,tt0087472,tt0259497,tt0176357
nm0002655	Tracy Granger	\N	\N	editor,editorial_department,music_department	tt0171804,tt2395417,tt6601502,tt0104321
nm0002656	Benedikt Brydern	\N	\N	composer,music_department,actor	tt5180504,tt2078718,tt0137494,tt1082599
nm0002657	Gary Ross	1956	\N	writer,producer,director	tt1392170,tt0120789,tt0329575,tt0094737
nm0002658	Michael Gibbs	1937	\N	composer,music_department,soundtrack	tt0104684,tt0093164,tt0094512,tt0067375
nm0002659	Les Weldon	\N	\N	producer,writer,actor	tt1320253,tt1959563,tt6189022,tt1206885
nm0002660	Paddy Eason	1966	\N	visual_effects,producer,special_effects	tt0304141,tt1010048,tt0319061,tt4649466
nm0002661	Chris Angel	1972	\N	editor,writer,director	tt0915473,tt7250628,tt7251532,tt0209160
nm0002662	Orestes Matacena	1941	\N	actor,writer,producer	tt0110475,tt0096213,tt2076974,tt0120891
nm0002663	Diane Ladd	1935	\N	actress,producer,director	tt0100935,tt0071115,tt2446980,tt0071315
nm0002664	David Diliberto	1970	\N	producer,editorial_department,visual_effects	tt0477348,tt7137380,tt0190590,tt0116282
nm0002665	Benjamin Parmentier	\N	\N	writer,miscellaneous	tt0191565,tt3743444
nm0002666	Nancy Klopper	\N	\N	casting_director,casting_department,executive	tt0350258,tt0120667,tt0151804,tt0118971
nm0002667	George Buck	\N	\N	actor	tt0092563,tt0094812,tt0098282,tt0086969
nm0002668	George 'Buck' Flower	1937	2004	actor,writer,producer	tt0088763,tt0096256,tt0088172,tt0114852
nm0002669	Lori L. Eschler	\N	\N	music_department,composer,editorial_department	tt0133093,tt0120623,tt0159273,tt0098936
nm0002670	Trevor Black	\N	\N	actor,producer	tt5348176,tt7235466,tt7909970,tt0118178
nm0002671	Trevor Black	\N	\N	actor	tt0462485,tt0112759
nm0002672	Joseph Conlan	\N	\N	composer,music_department,soundtrack	tt14949302,tt0364845,tt1659216,tt1208647
nm0002673	David Shaw	\N	\N	casting_director,casting_department,miscellaneous	tt0107207,tt0478942,tt2299141,tt2480514
nm0002674	C. Davis Smith	1930	2017	cinematographer,editor,camera_department	tt0131270,tt0212155,tt0210494,tt0128767
nm0002675	Robert Kuhn	\N	\N	writer	tt0130121,tt0112757,tt0102032,tt0120209
nm0002676	Robert Kuhn	\N	\N	actor	tt0334542,tt0082367,tt0091834,tt22875644
nm0002677	Nathalie Alonso Casale	1970	\N	editor,director,actress	tt0161800,tt0234188,tt0210838,tt0416446
nm0002678	Lincoln Stalmaster	1966	\N	miscellaneous,producer,actor	tt10955928,tt0474865,tt0094582,tt3584354
nm0002679	Lynn Stalmaster	1927	2021	casting_director,casting_department,actor	tt0083944,tt0078346,tt0185183,tt0073631
nm0002680	Jessica Gallant	1967	\N	cinematographer,camera_department,editor	tt0404505,tt2270372,tt10382816,tt7575886
nm0002681	Jim Denault	1960	\N	cinematographer,camera_department,sound_department	tt0103759,tt0815236,tt0247199,tt3203606
nm0002682	Richard Anselmo	1954	\N	actor,director,writer	tt0228309,tt0212795,tt0125643
nm0002683	Christopher Kendra	1970	\N	actor	tt0212815,tt0246890,tt0220360,tt0213763
nm0002684	Michael Galbraith	\N	\N	camera_department,cinematographer	tt13205670,tt11891246,tt7315484,tt5322012
nm0002685	Roger Neill	1963	\N	composer,music_department,soundtrack	tt4385888,tt0844286,tt1532503,tt0362153
nm0002686	Michael Stone	1949	2005	camera_department,cinematographer	tt0368891,tt0107206,tt0113845,tt0080661
nm0002687	Janet Zdyb	1975	\N	assistant_director,miscellaneous	tt0186151,tt0290095,tt0292506,tt0251160
nm0002688	Mitch Davis	1971	\N	producer,director,miscellaneous	tt0212919,tt21306248,tt0166370,tt0434054
nm0002689	Dana MacDuff	1955	\N	art_department,producer,assistant_director	tt0936501,tt1397280,tt10187110,tt1650426
nm0002690	Danica DeCosto	1976	\N	actress,director,producer	tt0306998,tt0313708,tt0375962,tt0201050
nm0002691	Yoram Astrakhan	\N	\N	cinematographer,director,camera_department	tt5987842,tt0365653,tt0126886,tt3758150
nm0002692	Joshua Tunick	1977	\N	director,producer,editor	tt4723724,tt0404248,tt0929771,tt0213223
nm0002693	Sharon 'Mae' West	1953	2006	script_department,miscellaneous,set_decorator	tt0329774,tt0327850,tt0306685,tt0268695
nm0002694	Leland L. Jones	1963	\N	actor	tt4463894,tt0249478,tt1276434,tt0163676
nm0002695	Amit Khanna	1951	\N	producer,music_department,writer	tt0119234,tt0213239,tt0232626,tt0154788
nm0002696	Cort Hessler	1969	\N	stunts,assistant_director,miscellaneous	tt2741602,tt0480249,tt0452623,tt0197182
nm0002697	Mark Giambruno	\N	\N	actor,art_department,writer	tt0157493,tt0157501,tt0770762,tt0356878
nm0002698	Carl James	\N	\N	director,actor,writer	tt0169346,tt0311443,tt0218545
nm0002699	Xavier Koller	1944	\N	director,writer,actor	tt0100470,tt0143860,tt0186202,tt1853544
nm0002700	Malcolm D. Lee	1970	\N	director,writer,producer	tt14022728,tt3564472,tt0168501,tt2083355
nm0002701	Paulette Rubinstein	1923	2022	miscellaneous,actress,writer	tt0108550,tt0104452,tt0138101,tt0219756
nm0002702	Giancarlo Zagni	1926	2013	writer,director,assistant_director	tt0055787,tt0057615,tt0204675,tt0409665
nm0002703	Roger Heman Sr.	1898	1969	sound_department,assistant_director,miscellaneous	tt0045810,tt0048356,tt0032551,tt0042192
nm0002704	Bill D'Elia	\N	\N	producer,director,writer	tt0402711,tt3205802,tt11238096,tt0118254
nm0002705	Elfriede Gaeng	1944	\N	writer,director,soundtrack	tt0184710,tt0227386,tt0094766,tt0211169
nm0002706	David L. Bertman	\N	\N	editor,editorial_department,director	tt14315374,tt0250687,tt0120828,tt5555260
nm0002707	Michael Borthwick	\N	\N	art_department,art_director,production_designer	tt0101264,tt0159752,tt0114649,tt0103250
nm0002708	Todd Busch	\N	\N	editorial_department,visual_effects,editor	tt6791350,tt2250912,tt0437086,tt0121765
nm0002709	Richard Clabaugh	\N	\N	producer,director,cinematographer	tt21151212,tt0119891,tt0114194,tt0209264
nm0002710	Jeremy C. Colfer	1975	\N	production_manager,producer,writer	tt2353929,tt0162838,tt8380622,tt11378572
nm0002711	Michael Doherty	\N	\N	editor,production_manager,producer	tt0418819,tt0848557,tt2243973,tt1134854
nm0002712	Bas Dumoulin	1972	\N	editor,director,writer	tt0126906,tt0187739,tt0215697,tt0233578
nm0002713	Alan Farquharson	\N	\N	production_designer,art_department	tt0169083,tt0198668,tt0905642,tt0189479
nm0002714	Christopher Fink	\N	\N	miscellaneous,director,writer	tt17042812,tt0212360,tt1988654,tt0250133
nm0002715	Arthur K. Flam	1969	\N	writer,miscellaneous,director	tt0188757,tt0226994,tt0454224,tt1199550
nm0002716	Charles Gibson	\N	\N	visual_effects,assistant_director,director	tt0383574,tt0325980,tt0449088,tt0438488
nm0002717	Robert C. Jones	1936	2021	editor,writer,editorial_department	tt0057193,tt0077362,tt0061735,tt0099371
nm0002718	Brian Koppelman	1966	\N	writer,producer,director	tt0313542,tt2364841,tt0465538,tt1547234
nm0002719	Vincent Lascoumes	1959	\N	assistant_director,actor	tt1840309,tt3501632,tt1634106,tt4500922
nm0002720	Andrew Lowes	1975	\N	director,writer,sound_department	tt0262544,tt0208678,tt0309510,tt0213537
nm0002721	Kieron Phipps	\N	\N	assistant_director,production_manager,actor	tt9731386,tt0112573,tt0203119,tt0404030
nm0002722	Barry Potter	1978	\N	director,writer,editor	tt0212908,tt0399282,tt0413324,tt2088800
nm0002723	Renny Rye	1947	\N	producer,director,miscellaneous	tt0107423,tt0086675,tt0205641,tt0094525
nm0002724	Herbert Wright	1947	2005	producer,miscellaneous,writer	tt0092455,tt0094578,tt0106144,tt0083198
nm0002725	Eric Yellin	1966	2022	assistant_director,miscellaneous,actor	tt12611178,tt0489099,tt0356618,tt0120685
nm0002726	Roger Young	1942	\N	director,producer,writer	tt0113483,tt0384766,tt0199232,tt3068894
nm0002727	Ludwig van Beethoven	1770	1827	music_department,composer,miscellaneous	tt1535108,tt1386703,tt0120844,tt0448011
nm0002728	Juan José Campanella	1959	\N	writer,director,producer	tt1305806,tt1994702,tt8453986,tt0210843
nm0002729	Matthew J. Clark	\N	2020	assistant_director,location_management,editor	tt0119215,tt0089686,tt2017109,tt0111151
nm0002730	Fiona Winning	\N	\N	assistant_director,production_manager,location_management	tt0338337,tt0831387,tt0290334,tt0376994
nm0002731	Kenna Doeringer	\N	\N	sound_department,editor,editorial_department	tt0352248,tt0368008,tt0117765,tt0120679
nm0002732	Taz Goldstein	\N	\N	director,producer,writer	tt4740684,tt2014351,tt1977038,tt0210633
nm0002733	Marc Grossman	\N	\N	editor,editorial_department,camera_department	tt0398571,tt5453522,tt0110392,tt0100934
nm0002734	Catherine Ircha	\N	\N	art_director,art_department	tt1535108,tt10676012,tt1325004,tt1190080
nm0002735	Robert J. Lyons	\N	\N	producer,cinematographer,director	tt2158640,tt5599520,tt3130286,tt6087056
nm0002736	D.A. Metrov	\N	\N	writer,producer,director	tt1991186,tt2434766,tt0079082,tt0091981
nm0002737	Tomaz Sarc	1967	\N	actor,director	tt0210463,tt0064091
nm0002738	Cliff Lanning	\N	\N	assistant_director,producer,soundtrack	tt4630562,tt0373889,tt1860357,tt0372784
nm0002739	Daniel Geller	\N	\N	producer,director,cinematographer	tt0436095,tt2960450,tt0107314,tt7600742
nm0002740	Ben Eberhard	1975	\N	actor,producer	tt0138956,tt0115317,tt0207826,tt0112111
nm0002741	Oliver Block	1977	\N	actor	tt0094737,tt0099077,tt0093818
nm0002742	Marc Meisels	1965	\N	art_department,special_effects,animation_department	tt7737528,tt0119177,tt0181852,tt1189340
nm0002743	Daniel McVicar	1958	\N	actor,producer,director	tt0092325,tt0849423,tt0111093,tt0088587
nm0002744	Chris Baugh	\N	\N	location_management,production_manager,director	tt1024648,tt2080374,tt6450804,tt0808151
nm0002745	Rolf Coulanges	1945	\N	cinematographer,director,editor	tt0180957,tt0181159,tt0180969,tt0180794
nm0002746	Terra Abroms	\N	\N	production_manager,editorial_department,producer	tt1600195,tt0430105,tt0264395,tt0132347
nm0002747	Mark Sanger	1974	\N	editor,editorial_department,visual_effects	tt8041270,tt1454468,tt4651466,tt3371366
nm0002748	Lisa L. Pollaro	\N	\N	visual_effects	tt0120844,tt0216216,tt0185183,tt0118571
nm0002749	Michael Nankin	1955	\N	producer,writer,director	tt3673480,tt14586544,tt0407362,tt15017118
nm0002750	Robert Cousins	\N	\N	production_designer,writer,miscellaneous	tt0424880,tt1111876,tt0462023,tt0137180
nm0002751	Francisco Rojo Villada	1958	\N	production_manager,transportation_department,actor	tt0947810,tt2515034,tt0758774,tt0440963
nm0002752	Tim Clague	1973	\N	camera_department,director,producer	tt3800520,tt8344316,tt1536519,tt9047024
nm0002753	Elvira Bolz	\N	\N	producer,production_manager,writer	tt0907694,tt0118646,tt0432432,tt0111416
nm0002754	Steven Tyler Sahlein	\N	\N	producer,executive,soundtrack	tt6833470,tt5420210,tt27697761,tt8005600
nm0002755	Nellie Adami	\N	\N	miscellaneous,assistant_director	tt0118928,tt0479884,tt0115759,tt0378109
nm0002756	Cal Johnson	\N	\N	stunts,actor,assistant_director	tt5095030,tt3890160,tt4073790,tt7638348
nm0002757	Kami Turrou	1967	\N	miscellaneous	tt0103074,tt0102005,tt0105986,tt0110687
nm0002758	Jean-Claude Schlim	1963	\N	producer,production_manager,location_management	tt0405022,tt0379889,tt0189998,tt0118604
nm0002759	Ernesto Gastaldi	1934	\N	writer,director,assistant_director	tt0070215,tt0062806,tt0061906,tt0087261
nm0002760	Derek Bruyere	\N	\N	camera_department,miscellaneous	tt0120812,tt0120891,tt0146984,tt0119215
nm0002761	Tov Belling	\N	\N	camera_department,miscellaneous,assistant_director	tt0121766,tt0325710,tt0458525,tt0117786
